MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20191029,RI,64.12,35.88,0,0,0,0,10/29/2019,11/4/2019,2
20191022,RI,64.12,35.88,0,0,0,0,10/22/2019,10/28/2019,2
20191015,RI,0,100,0,0,0,0,10/15/2019,10/21/2019,2
20191008,RI,42.55,57.45,0,0,0,0,10/8/2019,10/14/2019,2
20191001,RI,42.4,57.6,0,0,0,0,10/1/2019,10/7/2019,2
20190924,RI,42.91,57.09,0,0,0,0,9/24/2019,9/30/2019,2
20190917,RI,92.72,7.28,0,0,0,0,9/17/2019,9/23/2019,2
20190910,RI,100,0,0,0,0,0,9/10/2019,9/16/2019,2
20190903,RI,100,0,0,0,0,0,9/3/2019,9/9/2019,2
20190827,RI,100,0,0,0,0,0,8/27/2019,9/2/2019,2
20190820,RI,100,0,0,0,0,0,8/20/2019,8/26/2019,2
20190813,RI,100,0,0,0,0,0,8/13/2019,8/19/2019,2
20190806,RI,100,0,0,0,0,0,8/6/2019,8/12/2019,2
20190730,RI,100,0,0,0,0,0,7/30/2019,8/5/2019,2
20190723,RI,100,0,0,0,0,0,7/23/2019,7/29/2019,2
20190716,RI,100,0,0,0,0,0,7/16/2019,7/22/2019,2
20190709,RI,100,0,0,0,0,0,7/9/2019,7/15/2019,2
20190702,RI,100,0,0,0,0,0,7/2/2019,7/8/2019,2
20190625,RI,100,0,0,0,0,0,6/25/2019,7/1/2019,2
20190618,RI,100,0,0,0,0,0,6/18/2019,6/24/2019,2
20190611,RI,100,0,0,0,0,0,6/11/2019,6/17/2019,2
20190604,RI,100,0,0,0,0,0,6/4/2019,6/10/2019,2
20190528,RI,100,0,0,0,0,0,5/28/2019,6/3/2019,2
20190521,RI,100,0,0,0,0,0,5/21/2019,5/27/2019,2
20190514,RI,100,0,0,0,0,0,5/14/2019,5/20/2019,2
20190507,RI,100,0,0,0,0,0,5/7/2019,5/13/2019,2
20190430,RI,100,0,0,0,0,0,4/30/2019,5/6/2019,2
20190423,RI,100,0,0,0,0,0,4/23/2019,4/29/2019,2
20190416,RI,100,0,0,0,0,0,4/16/2019,4/22/2019,2
20190409,RI,100,0,0,0,0,0,4/9/2019,4/15/2019,2
20190402,RI,100,0,0,0,0,0,4/2/2019,4/8/2019,2
20190326,RI,100,0,0,0,0,0,3/26/2019,4/1/2019,2
20190319,RI,100,0,0,0,0,0,3/19/2019,3/25/2019,2
20190312,RI,100,0,0,0,0,0,3/12/2019,3/18/2019,2
20190305,RI,100,0,0,0,0,0,3/5/2019,3/11/2019,2
20190226,RI,100,0,0,0,0,0,2/26/2019,3/4/2019,2
20190219,RI,100,0,0,0,0,0,2/19/2019,2/25/2019,2
20190212,RI,100,0,0,0,0,0,2/12/2019,2/18/2019,2
20190205,RI,100,0,0,0,0,0,2/5/2019,2/11/2019,2
20190129,RI,100,0,0,0,0,0,1/29/2019,2/4/2019,2
20190122,RI,100,0,0,0,0,0,1/22/2019,1/28/2019,2
20190115,RI,100,0,0,0,0,0,1/15/2019,1/21/2019,2
20190108,RI,100,0,0,0,0,0,1/8/2019,1/14/2019,2
20190101,RI,100,0,0,0,0,0,1/1/2019,1/7/2019,2
20181225,RI,100,0,0,0,0,0,12/25/2018,12/31/2018,2
20181218,RI,100,0,0,0,0,0,12/18/2018,12/24/2018,2
20181211,RI,100,0,0,0,0,0,12/11/2018,12/17/2018,2
20181204,RI,100,0,0,0,0,0,12/4/2018,12/10/2018,2
20181127,RI,100,0,0,0,0,0,11/27/2018,12/3/2018,2
20181120,RI,100,0,0,0,0,0,11/20/2018,11/26/2018,2
20181113,RI,100,0,0,0,0,0,11/13/2018,11/19/2018,2
20181106,RI,100,0,0,0,0,0,11/6/2018,11/12/2018,2
20181030,RI,100,0,0,0,0,0,10/30/2018,11/5/2018,2
20181023,RI,100,0,0,0,0,0,10/23/2018,10/29/2018,2
20181016,RI,100,0,0,0,0,0,10/16/2018,10/22/2018,2
20181009,RI,100,0,0,0,0,0,10/9/2018,10/15/2018,2
20181002,RI,100,0,0,0,0,0,10/2/2018,10/8/2018,2
20180925,RI,74.03,25.97,0,0,0,0,9/25/2018,10/1/2018,2
20180918,RI,62.08,37.92,0,0,0,0,9/18/2018,9/24/2018,2
20180911,RI,62.08,37.92,0,0,0,0,9/11/2018,9/17/2018,2
20180904,RI,62.08,37.92,0,0,0,0,9/4/2018,9/10/2018,2
20180828,RI,75.21,24.79,0,0,0,0,8/28/2018,9/3/2018,2
20180821,RI,73.76,26.24,0,0,0,0,8/21/2018,8/27/2018,2
20180814,RI,73.76,26.24,0,0,0,0,8/14/2018,8/20/2018,2
20180807,RI,73.76,26.24,0,0,0,0,8/7/2018,8/13/2018,2
20180731,RI,73.76,26.24,0,0,0,0,7/31/2018,8/6/2018,2
20180724,RI,1.59,98.41,0,0,0,0,7/24/2018,7/30/2018,2
20180717,RI,1.49,98.51,0,0,0,0,7/17/2018,7/23/2018,2
20180710,RI,1.49,98.51,0,0,0,0,7/10/2018,7/16/2018,2
20180703,RI,85.66,14.34,0,0,0,0,7/3/2018,7/9/2018,2
20180626,RI,85.66,14.34,0,0,0,0,6/26/2018,7/2/2018,2
20180619,RI,85.66,14.34,0,0,0,0,6/19/2018,6/25/2018,2
20180612,RI,100,0,0,0,0,0,6/12/2018,6/18/2018,2
20180605,RI,100,0,0,0,0,0,6/5/2018,6/11/2018,2
20180529,RI,100,0,0,0,0,0,5/29/2018,6/4/2018,2
20180522,RI,100,0,0,0,0,0,5/22/2018,5/28/2018,2
20180515,RI,100,0,0,0,0,0,5/15/2018,5/21/2018,2
20180508,RI,100,0,0,0,0,0,5/8/2018,5/14/2018,2
20180501,RI,100,0,0,0,0,0,5/1/2018,5/7/2018,2
20180424,RI,100,0,0,0,0,0,4/24/2018,4/30/2018,2
20180417,RI,100,0,0,0,0,0,4/17/2018,4/23/2018,2
20180410,RI,100,0,0,0,0,0,4/10/2018,4/16/2018,2
20180403,RI,100,0,0,0,0,0,4/3/2018,4/9/2018,2
20180327,RI,100,0,0,0,0,0,3/27/2018,4/2/2018,2
20180320,RI,100,0,0,0,0,0,3/20/2018,3/26/2018,2
20180313,RI,100,0,0,0,0,0,3/13/2018,3/19/2018,2
20180306,RI,100,0,0,0,0,0,3/6/2018,3/12/2018,2
20180227,RI,100,0,0,0,0,0,2/27/2018,3/5/2018,2
20180220,RI,100,0,0,0,0,0,2/20/2018,2/26/2018,2
20180213,RI,100,0,0,0,0,0,2/13/2018,2/19/2018,2
20180206,RI,100,0,0,0,0,0,2/6/2018,2/12/2018,2
20180130,RI,100,0,0,0,0,0,1/30/2018,2/5/2018,2
20180123,RI,100,0,0,0,0,0,1/23/2018,1/29/2018,2
20180116,RI,100,0,0,0,0,0,1/16/2018,1/22/2018,2
20180109,RI,100,0,0,0,0,0,1/9/2018,1/15/2018,2
20180102,RI,100,0,0,0,0,0,1/2/2018,1/8/2018,2
20171226,RI,100,0,0,0,0,0,12/26/2017,1/1/2018,2
20171219,RI,100,0,0,0,0,0,12/19/2017,12/25/2017,2
20171212,RI,100,0,0,0,0,0,12/12/2017,12/18/2017,2
20171205,RI,100,0,0,0,0,0,12/5/2017,12/11/2017,2
20171128,RI,100,0,0,0,0,0,11/28/2017,12/4/2017,2
20171121,RI,100,0,0,0,0,0,11/21/2017,11/27/2017,2
20171114,RI,100,0,0,0,0,0,11/14/2017,11/20/2017,2
20171107,RI,100,0,0,0,0,0,11/7/2017,11/13/2017,2
20171031,RI,100,0,0,0,0,0,10/31/2017,11/6/2017,2
20171024,RI,0,43.38,56.62,0,0,0,10/24/2017,10/30/2017,2
20171017,RI,0,66.53,33.47,0,0,0,10/17/2017,10/23/2017,2
20171010,RI,0,100,0,0,0,0,10/10/2017,10/16/2017,2
20171003,RI,0.01,99.99,0,0,0,0,10/3/2017,10/9/2017,2
20170926,RI,0.01,99.99,0,0,0,0,9/26/2017,10/2/2017,2
